emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
surprise,0.3425576,0.16545895,0.50229484,0.35825503,0.18631616,0.0,0.38127574,0.1133352,0.0,0.13716343,0.35230526,0.3441777,0.37883094,1.0,0.7133483,0.055199087,0.9954151,0.8157923,0.40212178,0.3589707
happy,0.4810348,0.40355712,0.5977864,0.25422513,0.5715926,0.0,0.674401,0.9690828,1.0,0.70528173,0.7811944,0.5022181,0.36187866,1.0,0.3882464,0.51783067,0.82219845,0.10571685,0.36225715,0.8102268
neutral,0.31934935,0.25510043,0.10461379,0.38390604,0.105398685,0.0,0.23682012,0.35244387,1.0,0.11988422,0.5735458,0.62378395,0.5017096,0.0,0.45454875,0.43454733,0.051216967,0.1809898,0.12042589,0.1385871
neutral,0.41759515,0.23080109,0.34702966,0.33874926,0.1857048,0.0,0.3917516,0.38590556,0.0,0.12973699,0.11499226,0.25314397,0.5246199,0.0,0.5734985,0.1933739,0.0973411,0.053022172,0.39321142,0.27263138
neutral,0.3200852,0.12126348,0.49005753,0.27544725,0.2191656,0.0,0.23941207,0.19572818,0.0,0.1769362,0.6204656,0.2754824,0.4775742,0.0,0.5948595,0.53571427,0.028418384,0.07052638,0.54388094,0.23470058
angry,0.39133146,0.13710113,0.8197136,0.23306778,0.37931654,1.0,0.69382185,0.6644222,1.0,0.3180239,0.35945007,0.25882,0.28484523,1.0,0.22735119,0.024736295,0.9998826,0.84681535,0.024424663,0.6689007
neutral,0.13364355,0.18117192,0.26694962,0.35838816,0.19465786,0.0,0.22944713,0.22082996,1.0,0.06529393,0.27054504,0.054067913,0.3682206,0.0,0.31232464,0.28652933,0.020059425,0.06171041,0.2059243,0.19391029
happy,0.21915369,0.21742591,0.3806274,0.28153858,0.44081783,0.0,0.38708922,0.92721844,1.0,0.7520226,0.7615033,0.3233292,0.5072082,1.0,0.47452408,0.5939018,0.118121855,0.0825629,0.12778382,0.19285266
happy,0.22520292,0.19944067,0.4316263,0.25835827,0.9149945,1.0,0.7414517,0.9917208,1.0,0.9382017,0.6970602,0.24644276,0.35829782,1.0,0.2914379,0.3328674,0.9784219,0.16131876,0.16573949,0.45879838
sad,0.42849687,0.23474464,0.518088,0.39035222,0.08668902,0.0,0.273477,0.0041239704,1.0,0.024167903,0.27171034,0.7430556,0.5178642,0.0,0.3030813,0.5391453,0.030606218,0.15557835,0.02507389,0.09263983
neutral,0.32537878,0.1555073,0.05131452,0.45275107,0.22288868,0.0,0.18329163,0.028471358,0.0,0.15980023,0.1816416,0.09795837,0.47235292,0.0,0.19695662,0.16516888,0.018000137,0.019165505,0.15458491,0.08214485
neutral,0.31337994,0.2377746,0.31190914,0.27874407,0.27056056,1.0,0.43173063,0.15581189,1.0,0.17409228,0.41768515,0.3460145,0.37925974,0.0,0.46482617,0.3905788,0.16022034,0.17946102,0.4801084,0.6208274
disgust,0.39796692,0.32739154,0.50760245,0.48429033,0.23585379,1.0,0.4339079,0.030925767,0.0,0.12871744,0.22831233,0.13735604,0.51898634,1.0,0.44364554,0.3592683,0.7506357,0.06982854,0.44939294,0.3610839
neutral,0.2955567,0.12841174,0.39305058,0.30087712,0.15242617,0.0,0.33011317,0.52442074,1.0,0.08607988,0.50732946,0.12525979,0.46795446,0.0,0.5581943,0.44316316,0.025664339,0.16531973,0.22068933,0.16371559
surprise,0.4012082,0.2082677,0.75344986,0.26903978,0.3282873,1.0,0.44871873,0.4800002,0.0,0.22891518,0.3042798,0.41278034,0.3568108,1.0,0.6152485,0.08024974,0.97154063,0.62512374,0.18481836,0.32496163
fear,0.35244256,0.25947145,0.71939,0.25888154,0.19440144,0.0,0.32153124,0.035981048,1.0,0.26890743,0.42846134,0.73390824,0.61927366,0.0,0.5888003,0.6595173,0.0042764847,0.11516182,0.56041324,0.23979011
angry,0.35990685,0.20533885,0.45387906,0.3416414,0.291611,0.0,0.45055085,0.05481959,0.0,0.4187065,0.30020982,0.2560543,0.515089,0.0,0.26770732,0.7148637,0.009723277,0.046685968,0.14113711,0.12558335
surprise,0.40676796,0.32012364,0.43989936,0.2889162,0.18883471,0.0,0.45913738,0.093437314,0.0,0.14802517,0.2648859,0.13108706,0.35053018,1.0,0.66789776,0.30769467,0.6810298,0.2161425,0.78761715,0.43934223
happy,0.39578936,0.40361056,0.3521713,0.29388404,0.4714692,1.0,0.5470126,0.16776969,1.0,0.80065936,0.73375005,0.072281286,0.39214328,0.0,0.40137035,0.22917533,0.023956671,0.18725099,0.6626947,0.8050282
happy,0.36819723,0.34897316,0.4542769,0.27896613,0.22048515,1.0,0.34805965,0.1786125,1.0,0.3411472,0.7123547,0.7630272,0.50240403,0.0,0.5593385,0.74213094,0.011125102,0.27553764,0.69059217,0.42616683
disgust,0.21239874,0.29787564,0.2925977,0.35050583,0.14149474,0.0,0.23207222,0.46950257,0.0,0.13483144,0.5143945,0.3145576,0.3324727,0.0,0.48443455,0.45207852,0.03943338,0.19345887,0.2318259,0.09138778
angry,0.4224751,0.17169619,0.5163778,0.29981482,0.23877095,0.0,0.26464552,0.046692345,1.0,0.08209105,0.4665332,0.083498776,0.35000995,0.0,0.33438185,0.4704092,0.7970119,0.098760195,0.04315006,0.14747238
neutral,0.22887692,0.14566061,0.20614448,0.2898645,0.31903118,0.0,0.3449729,0.003912351,0.0,0.06564735,0.27837977,0.06528453,0.5132636,0.0,0.4016433,0.22838093,0.0153340995,0.0723176,0.13147959,0.1613223
neutral,0.28185514,0.3104799,0.35775685,0.27262944,0.18088976,0.0,0.3854774,0.054573428,0.0,0.11460601,0.4095166,0.21523269,0.55807334,0.0,0.53146315,0.53842723,0.043660697,0.09829542,0.20082577,0.31139275
happy,0.5375326,0.3632259,0.52154356,0.2913005,0.598845,1.0,0.57216823,0.35160682,1.0,0.8452902,0.454934,0.16929655,0.4547694,0.0,0.27978557,0.33226892,0.42902276,0.19005583,0.33900005,0.8345048
happy,0.4089043,0.2947778,0.5556458,0.2677063,0.29095843,0.0,0.3945107,0.05582416,1.0,0.35063913,0.5368979,0.28810164,0.39196715,1.0,0.41705593,0.6423924,0.15303372,0.12308,0.2894232,0.83564883
neutral,0.21592654,0.2780944,0.46618587,0.3642221,0.20107658,0.0,0.36643222,0.11316379,0.0,0.06505741,0.23039614,0.3594539,0.47753125,0.0,0.39465937,0.38885576,0.040060017,0.13039024,0.53755665,0.13915373
neutral,0.25329432,0.2347709,0.15792003,0.29571906,0.39992732,0.0,0.3409743,0.087946884,1.0,0.1796353,0.52488124,0.4393396,0.44103697,0.0,0.3649914,0.71581495,0.13974261,0.04266464,0.1969663,0.28188452
disgust,0.26245153,0.30625102,0.2355945,0.33576077,0.4271015,0.0,0.29993117,0.009932868,1.0,0.48142293,0.71813107,0.1467848,0.25095835,1.0,0.5255566,0.11474002,0.9997807,0.57390964,0.18801081,0.08295241
neutral,0.35288152,0.21521382,0.6960403,0.36646688,0.1810436,1.0,0.36074126,0.14824015,0.0,0.31572106,0.10994115,0.072231926,0.4364596,0.0,0.2656343,0.409194,0.4287952,0.21763213,0.57423687,0.19166055
surprise,0.30407342,0.3600324,0.12926409,0.47932515,0.37529576,1.0,0.43663976,0.10004587,1.0,0.29001093,0.53450954,0.49144733,0.47373503,0.0,0.7681454,0.387865,0.29947695,0.23171337,0.042678487,0.46337646
neutral,0.2823291,0.116591275,0.42367148,0.26048183,0.47040573,1.0,0.44248697,0.2005269,1.0,0.6269446,0.583854,0.30394143,0.46381068,1.0,0.4263158,0.5685846,0.04177456,0.069013,0.12478266,0.34995505
neutral,0.26730147,0.24974364,0.11330166,0.41661036,0.3135572,0.0,0.49718985,0.030892322,0.0,0.2646812,0.45488465,0.25985298,0.436453,0.0,0.32325274,0.20969704,0.43040523,0.047705624,0.13466762,0.16808628
angry,0.1957709,0.15767574,0.6062719,0.3020206,0.3247411,0.0,0.4640356,0.0155922305,0.0,0.22085263,0.31969514,0.18237221,0.289324,1.0,0.6220489,0.24747227,0.9926065,0.5260487,0.15884623,0.6495344
surprise,0.28483894,0.29367024,0.3335989,0.45754838,0.09048357,0.0,0.2259906,0.00032750872,1.0,0.04761391,0.17769781,0.13691033,0.3727487,0.0,0.30323893,0.2264064,0.24493262,0.10874884,0.020065209,0.13199005
surprise,0.3434605,0.19561452,0.5754506,0.48250324,0.16187423,0.0,0.34878182,0.021376252,0.0,0.13317887,0.14485265,0.049028285,0.48792082,0.0,0.6129361,0.35407245,0.7470382,0.07521135,0.094644316,0.41388476
happy,0.3751272,0.3464868,0.1959709,0.36202478,0.4696646,0.0,0.5279806,0.07041808,1.0,0.6875399,0.7220708,0.1480431,0.53947026,0.0,0.4171694,0.5460697,0.63112557,0.04255351,0.09439792,0.7598648
happy,0.3221052,0.21297318,0.20774433,0.3908189,0.3483573,0.0,0.46394634,0.007439653,0.0,0.60464305,0.526418,0.18370184,0.53384525,0.0,0.5504544,0.5716791,0.5630536,0.044185065,0.2994905,0.54028386
fear,0.41333956,0.2807909,0.35205278,0.36071196,0.120725185,0.0,0.33903491,0.1279989,1.0,0.3038017,0.18987843,0.14790979,0.5195965,0.0,0.67683953,0.40627506,0.19848284,0.18998623,0.36064336,0.32615548
disgust,0.53732854,0.3470218,0.2644656,0.28728184,0.14514638,0.0,0.44103613,0.083134376,0.0,0.27037072,0.31394073,0.086347945,0.34812528,0.0,0.31945983,0.17784953,0.8945308,0.18646128,0.29652476,0.34180817
happy,0.48745114,0.17961486,0.20082258,0.31048656,0.8617308,1.0,0.52955836,0.4054911,0.0,0.9477529,0.8069203,0.20613968,0.4994665,0.0,0.40393284,0.6509774,0.9645885,0.079390384,0.4384188,0.72225255
fear,0.37843463,0.23616074,0.34996223,0.31179485,0.22602311,1.0,0.34033012,0.012087636,0.0,0.18576743,0.22846182,0.11879539,0.38897216,0.0,0.38866723,0.30420947,0.1494109,0.20296468,0.38469845,0.63240737
neutral,0.41843265,0.412636,0.21397877,0.30050248,0.36500996,0.0,0.44217378,0.20699738,1.0,0.22284164,0.26543462,0.24818537,0.5897438,0.0,0.3866733,0.41529325,0.08163678,0.05557381,0.1664557,0.25140238
angry,0.43442547,0.22683445,0.53300095,0.304717,0.15255782,1.0,0.50708705,0.5323221,1.0,0.15767264,0.37622386,0.13134927,0.34821823,1.0,0.46119863,0.039909344,0.9999796,0.8194957,0.28943875,0.5248977
disgust,0.35438365,0.31003684,0.5847211,0.3239679,0.306949,0.0,0.48494777,0.37462807,1.0,0.5516626,0.63458496,0.27001423,0.46807945,1.0,0.40092123,0.482293,0.1183093,0.04808827,0.32716805,0.07502087
happy,0.41123337,0.48900074,0.60146594,0.27162635,0.58400005,1.0,0.5495314,0.0717362,1.0,0.85504216,0.8201555,0.29683408,0.3205204,0.0,0.3445221,0.3465368,0.19465871,0.17563637,0.44351926,0.79962987
happy,0.35330525,0.2955385,0.39616147,0.2463489,0.9058614,0.0,0.6891941,0.34074056,1.0,0.9417206,0.74443287,0.69063985,0.6621859,0.0,0.2495029,0.6564434,0.43400323,0.06325668,0.5422133,0.7202204
happy,0.33472273,0.3759544,0.520112,0.23956957,0.48156822,1.0,0.41147187,0.5806652,0.0,0.70054704,0.70742327,0.11438959,0.24834117,0.0,0.40957952,0.39137828,0.87076,0.1521824,0.1389869,0.8150796
happy,0.30868334,0.33122593,0.29896888,0.3140697,0.77962214,1.0,0.442164,0.59333104,1.0,0.9468907,0.55741364,0.46846345,0.48266962,0.0,0.27478778,0.38140133,0.49658924,0.33016273,0.2783842,0.67867744
disgust,0.2820682,0.2628299,0.17657982,0.39036652,0.102111906,0.0,0.2261802,0.00062986603,0.0,0.13854876,0.18981828,0.08100672,0.46411005,0.0,0.4588289,0.48359567,0.27568328,0.050282154,0.0329288,0.07138438
neutral,0.33341822,0.12958565,0.46298093,0.2903215,0.4691504,0.0,0.6308537,0.027503353,1.0,0.18549542,0.2959101,0.20189913,0.41780597,0.0,0.26708,0.38032094,0.50695676,0.03385223,0.1508087,0.15407069
happy,0.31500694,0.17238615,0.29256985,0.27433005,0.21920054,1.0,0.25836226,0.5209039,1.0,0.18646662,0.53038996,0.6639903,0.4070511,0.0,0.5089775,0.6144091,0.6885009,0.45151904,0.21088451,0.28941035
disgust,0.31817615,0.15745597,0.2759605,0.64905286,0.06170218,0.0,0.12623586,0.0029186888,0.0,0.024832068,0.17011471,0.29623,0.4151387,0.0,0.30016953,0.15702412,0.2539104,0.057579033,0.026394026,0.06452548
surprise,0.43668395,0.23558003,0.70820355,0.307115,0.32496682,1.0,0.5331576,0.18835424,0.0,0.22772902,0.64770836,0.1620632,0.38581023,1.0,0.47401723,0.15897949,0.99763477,0.75913715,0.28722104,0.3901006
angry,0.3459722,0.13408008,0.4878194,0.3765741,0.19544987,0.0,0.20491226,0.15152934,0.0,0.16001153,0.56720513,0.52027196,0.468999,0.0,0.52342945,0.6333107,0.092194185,0.08375837,0.16266605,0.051475998
surprise,0.49305123,0.33281538,0.123489365,0.690871,0.085133314,0.0,0.1648358,0.0008127515,0.0,0.042998888,0.21511956,0.09407142,0.39049432,0.0,0.34311983,0.22285204,0.7618271,0.22996114,0.046375908,0.1146898
angry,0.311567,0.13274927,0.6592488,0.3219172,0.44948933,0.0,0.53827596,0.19663557,1.0,0.2986388,0.5098138,0.7423498,0.4592162,0.0,0.43258238,0.4458652,0.115499415,0.12950593,0.25678468,0.18726532
sad,0.20992032,0.3617077,0.33390862,0.31617245,0.27750993,0.0,0.38150784,0.39869007,0.0,0.2942234,0.37237757,0.25757623,0.4790929,0.0,0.52307373,0.32648066,0.24026829,0.12441983,0.2596312,0.51243025
neutral,0.5249159,0.4092606,0.11082037,0.34586123,0.51405793,1.0,0.32109416,0.004829992,0.0,0.28733504,0.3811975,0.2750123,0.5473278,0.0,0.57960296,0.3596782,0.29553035,0.27700105,0.32024372,0.43368196
neutral,0.31359416,0.24208765,0.6215376,0.3741786,0.35570765,0.0,0.4717462,0.028790385,1.0,0.44302428,0.44780722,0.4705064,0.5924264,0.0,0.547651,0.49387518,0.054091513,0.08746522,0.3476795,0.27080783
fear,0.27142775,0.13508065,0.27830634,0.3903913,0.1570855,0.0,0.36639157,0.1412504,1.0,0.14008924,0.16367644,0.09859756,0.36369896,0.0,0.4809354,0.3178518,0.18866393,0.07260201,0.40134418,0.20517537
neutral,0.6022564,0.37997034,0.3065909,0.51266026,0.047099195,0.0,0.17502718,0.00341556,1.0,0.028897358,0.19534402,0.297415,0.49516407,0.0,0.4412616,0.47829747,0.2353274,0.15963447,0.28991932,0.20826547
angry,0.3724531,0.26685187,0.38851392,0.36837786,0.3111885,0.0,0.5548389,0.028123118,0.0,0.12999913,0.19418956,0.22443308,0.35451987,1.0,0.56907314,0.07259535,0.99470466,0.37992147,0.12611714,0.22523396
happy,0.48278534,0.4133166,0.68220216,0.28061575,0.5237265,1.0,0.4693414,0.9440404,1.0,0.85883594,0.7892328,0.4364791,0.47122002,0.0,0.49283177,0.6548601,0.7555731,0.15994146,0.78081566,0.73375833
disgust,0.27183443,0.23437491,0.25352195,0.44339854,0.1121249,0.0,0.14140491,0.07232325,0.0,0.09694611,0.57174337,0.13517697,0.42081365,0.0,0.54765415,0.5268593,0.3193321,0.248702,0.042356186,0.110443585
neutral,0.3095552,0.2498081,0.77444065,0.24846394,0.19829017,0.0,0.38802022,0.10163592,0.0,0.20520857,0.2698309,0.072977655,0.5328838,0.0,0.49919242,0.3920521,0.05249832,0.12631996,0.43508917,0.34782708
neutral,0.29217783,0.22947803,0.2546234,0.27249992,0.21918678,0.0,0.4871278,0.008424278,0.0,0.06368141,0.22604121,0.14118384,0.5457267,0.0,0.52363235,0.4774005,0.21803372,0.034139596,0.6558876,0.09624298
happy,0.37745315,0.3023459,0.6849555,0.29901737,0.25918877,1.0,0.5335954,0.007450368,0.0,0.25607258,0.29824138,0.15307544,0.5336654,1.0,0.38619018,0.60197634,0.15658082,0.048397336,0.36717647,0.8403475
surprise,0.32299513,0.18938383,0.13169342,0.3407715,0.26950565,1.0,0.32843307,0.028051786,1.0,0.43543977,0.26884255,0.11624655,0.27184153,1.0,0.50161266,0.044842478,0.9956737,0.70206225,0.09341953,0.20052953
happy,0.32599312,0.24263605,0.48298916,0.26121667,0.51373804,0.0,0.40940905,0.5295731,1.0,0.7291986,0.80792844,0.36985758,0.3216903,1.0,0.4283881,0.48600638,0.08754472,0.20069739,0.46895805,0.7875439
happy,0.30977145,0.4417368,0.36742112,0.3037384,0.70444024,1.0,0.5530819,0.3772251,1.0,0.9424985,0.52815545,0.17018083,0.37178287,1.0,0.25816813,0.27519178,0.67720747,0.20095898,0.07230319,0.7375704
surprise,0.34312743,0.22986503,0.62452847,0.36015832,0.16535246,1.0,0.29230484,0.035268947,0.0,0.09153746,0.37767482,0.2918299,0.3043109,1.0,0.584099,0.08380687,0.97318757,0.34174192,0.18505986,0.22296157
neutral,0.29413083,0.22815724,0.4711634,0.27347687,0.21875645,0.0,0.3281131,0.09960431,1.0,0.16503754,0.3692663,0.22999571,0.47297192,0.0,0.42498276,0.5651445,0.05012804,0.082274884,0.2531909,0.46206468
happy,0.35512996,0.26536644,0.5810903,0.24445844,0.32416746,1.0,0.41232488,0.24045631,1.0,0.5651258,0.46731395,0.23785977,0.4595451,0.0,0.40788218,0.65993845,0.017544158,0.052555464,0.45730045,0.7498051
neutral,0.35404405,0.20709978,0.40273032,0.35435602,0.33922493,0.0,0.30467376,0.049076006,1.0,0.27081192,0.44708613,0.4868467,0.52981716,0.0,0.2723379,0.56610996,0.27945286,0.19740732,0.12690333,0.14949873
happy,0.5304926,0.44058046,0.70099336,0.3691868,0.88359267,1.0,0.68887156,0.85602546,1.0,0.9139408,0.500002,0.32926947,0.49649578,1.0,0.20664532,0.37687597,0.98924315,0.5515833,0.30487967,0.84254295
happy,0.36135015,0.3067801,0.16845751,0.3078395,0.88588554,1.0,0.5390112,0.28169718,1.0,0.9312969,0.7305287,0.11474376,0.43324757,1.0,0.19379826,0.29018337,0.51576275,0.093956545,0.20484456,0.6435396
angry,0.48861608,0.20229116,0.68596303,0.2443946,0.14493771,0.0,0.7521949,0.97941244,0.0,0.08686489,0.4092079,0.4173922,0.39744297,1.0,0.6821801,0.12526563,0.99830556,0.25155154,0.114166684,0.2296874
neutral,0.33246598,0.30007866,0.3914893,0.33235857,0.19549958,0.0,0.27677208,0.5346516,1.0,0.23144068,0.56569743,0.09149273,0.38161838,0.0,0.43460202,0.43502623,0.002497519,0.07526656,0.15396759,0.24152534
happy,0.2233202,0.18775073,0.181121,0.25131366,0.8830196,1.0,0.6307325,0.43165523,1.0,0.9342025,0.7278493,0.22930099,0.6207859,0.0,0.49732053,0.57884973,0.9461032,0.09390313,0.22130744,0.79101455
happy,0.4311524,0.4350768,0.6479733,0.31198263,0.367629,0.0,0.4084179,0.011927806,0.0,0.7435876,0.5735476,0.08290503,0.3801071,0.0,0.41759545,0.33865172,0.012215271,0.14002123,0.037332226,0.7117843
angry,0.29150814,0.16431448,0.47888896,0.2652617,0.39554462,1.0,0.51570207,0.10765703,1.0,0.15434884,0.45132947,0.2356277,0.45004258,1.0,0.46989334,0.43819597,0.9958377,0.42988107,0.2117169,0.7084675
neutral,0.35260895,0.35912192,0.33126652,0.35624215,0.23998119,0.0,0.355594,0.64195263,1.0,0.2315973,0.26161486,0.27057526,0.3612474,0.0,0.32879707,0.5610909,0.7060861,0.21784271,0.029321857,0.18549217
happy,0.2056414,0.16935869,0.48325366,0.24935882,0.9178014,1.0,0.73207796,0.9174096,1.0,0.95920867,0.791745,0.14559719,0.29513398,0.0,0.17979056,0.26161706,0.9865818,0.056492995,0.5029291,0.7430796
happy,0.4154326,0.38718,0.4930976,0.26384363,0.45527273,1.0,0.5251907,0.7655325,1.0,0.77929664,0.82647717,0.18599202,0.41169313,0.0,0.3332153,0.29996106,0.5202201,0.152916,0.5321772,0.81229424
neutral,0.2127662,0.18105365,0.60664,0.36840698,0.61403847,0.0,0.26834843,0.7026725,1.0,0.6749427,0.38918653,0.3137076,0.44638732,1.0,0.691082,0.594559,0.019388681,0.115017585,0.019550387,0.15652958
neutral,0.40332717,0.24176262,0.20611584,0.382839,0.112963766,1.0,0.15223533,0.54928917,0.0,0.051008593,0.4156929,0.5114481,0.29407272,0.0,0.26974282,0.3961813,0.041801307,0.18282422,0.08536306,0.031122847
neutral,0.36506984,0.2623973,0.09864686,0.3622634,0.1916155,0.0,0.2899407,0.0029301387,0.0,0.3357383,0.42019194,0.3478301,0.5145441,0.0,0.23337466,0.32501653,0.04584927,0.233026,0.27943304,0.3134342
happy,0.25154737,0.24756841,0.3039747,0.39113683,0.4680068,1.0,0.5421107,0.018556787,0.0,0.7809733,0.53725123,0.10769745,0.42283145,0.0,0.39612666,0.39195067,0.040197764,0.022727992,0.10926625,0.36767173
sad,0.2888164,0.24078211,0.49260384,0.32199934,0.37235543,0.0,0.406518,0.014282821,1.0,0.5499928,0.55881655,0.034461442,0.32621518,1.0,0.46061212,0.544525,0.006656917,0.037262525,0.10137539,0.068777755
sad,0.42974964,0.2760669,0.59668666,0.34135896,0.19357565,1.0,0.30358502,0.0034632112,1.0,0.12194207,0.12597397,0.28768605,0.50733984,0.0,0.22367749,0.5073229,0.029596098,0.08377649,0.08417237,0.13366483
surprise,0.55227166,0.26654154,0.74093896,0.3525441,0.123410605,1.0,0.5489956,0.008399619,0.0,0.13674873,0.46329364,0.18745582,0.25422776,1.0,0.2442162,0.05760762,0.99947613,0.63014066,0.16796751,0.13137394
disgust,0.24393833,0.20898823,0.24506597,0.37436894,0.13361314,0.0,0.32796118,0.1472798,0.0,0.14699434,0.15819962,0.05167864,0.4478912,0.0,0.699958,0.34155664,0.9191,0.3003669,0.074772306,0.22230302
sad,0.2341272,0.23837101,0.4661445,0.2894477,0.5756958,1.0,0.72755504,0.8464915,0.0,0.7228576,0.31701326,0.27764773,0.5920664,0.0,0.40756992,0.3981903,0.21991216,0.052172255,0.15263188,0.39930412
neutral,0.31679636,0.31256172,0.3861748,0.2934765,0.2250876,1.0,0.36403182,0.043754898,0.0,0.11418548,0.23300332,0.12551966,0.47503582,0.0,0.26501292,0.20013408,0.46405613,0.16461885,0.5663176,0.628236
neutral,0.26362565,0.15280795,0.5792188,0.31397933,0.27015013,1.0,0.39626208,0.21102512,0.0,0.086595684,0.29165745,0.6351813,0.55276823,0.0,0.63888544,0.6468272,0.20932434,0.08893468,0.3081952,0.21988073
happy,0.37898675,0.1334609,0.3148161,0.40887278,0.5187634,0.0,0.44068158,0.010417994,0.0,0.7752464,0.675373,0.6366027,0.6105924,0.0,0.5728662,0.70623827,0.117200084,0.0455639,0.19886458,0.579957
surprise,0.3062685,0.26864102,0.5249882,0.35466447,0.18921839,0.0,0.36454323,0.5670696,0.0,0.20648442,0.28658396,0.031707168,0.2581776,1.0,0.5332851,0.04702058,0.9984339,0.5226559,0.11834599,0.3113816
happy,0.448225,0.27536345,0.40273115,0.29472214,0.3129455,1.0,0.30025825,0.14352266,0.0,0.23432678,0.5146227,0.1014084,0.54533386,0.0,0.41933283,0.56227994,0.01650361,0.037219774,0.22024286,0.7635917
angry,0.38440546,0.26612476,0.523429,0.29602137,0.4543369,1.0,0.56686395,0.98721725,1.0,0.49527943,0.31556377,0.17456894,0.2875074,1.0,0.5118873,0.011175259,0.99988985,0.7694457,0.052246604,0.42107275
fear,0.51936316,0.3451751,0.16874301,0.4276528,0.26143688,0.0,0.28563735,0.19290887,0.0,0.082555406,0.22710676,0.08682858,0.32569024,0.0,0.45652774,0.119980395,0.93894607,0.4168027,0.16266842,0.32158577
fear,0.20739335,0.30096862,0.19528888,0.30542254,0.2839991,1.0,0.4234385,0.008889679,0.0,0.13810565,0.37596732,0.086920306,0.39021835,0.0,0.43428603,0.30589756,0.03960414,0.060453035,0.56488204,0.4812611
neutral,0.38655806,0.31478631,0.7113569,0.30462888,0.19621935,1.0,0.47357488,0.1082685,1.0,0.21320559,0.26171803,0.45530745,0.47076982,0.0,0.53913075,0.4368616,0.024353841,0.11179652,0.72441226,0.39252838
fear,0.28764746,0.18258616,0.31399432,0.2807237,0.22954182,1.0,0.40035722,0.006035791,1.0,0.07726336,0.38345236,0.07870427,0.46881908,0.0,0.363489,0.4714399,0.049739517,0.12860155,0.19520763,0.09733466
neutral,0.3377543,0.34080985,0.093770616,0.43636,0.096011154,0.0,0.10891047,0.0002995935,1.0,0.040248718,0.18565513,0.05150666,0.50098985,0.0,0.25926703,0.5164676,0.093412,0.11131286,0.1243952,0.06473097
surprise,0.3044845,0.19283855,0.6260862,0.3187485,0.311347,0.0,0.51754445,0.1826916,1.0,0.30842096,0.2854021,0.09867698,0.32057607,1.0,0.6993031,0.05085,0.995407,0.7667941,0.22193797,0.45303342
happy,0.37612355,0.2719626,0.50804967,0.25382823,0.51256114,1.0,0.5213826,0.48496565,0.0,0.7905629,0.58244216,0.37785617,0.39476466,1.0,0.4565526,0.36473718,0.95909166,0.074578695,0.42192027,0.44455835
happy,0.3388411,0.21918747,0.55972034,0.30151486,0.58627707,0.0,0.6623808,0.11380378,1.0,0.7678402,0.6541959,0.29419938,0.40156093,1.0,0.7092383,0.3194603,0.9898441,0.16806671,0.29062456,0.8107752
neutral,0.26594839,0.13096114,0.20623255,0.3349408,0.23730467,0.0,0.5190228,0.008189354,0.0,0.20773229,0.6021684,0.21821612,0.541684,0.0,0.6431083,0.4618183,0.6765006,0.12820914,0.43802038,0.7044889
surprise,0.53982675,0.46401212,0.24227895,0.42908445,0.1728338,1.0,0.42134482,0.0005747114,1.0,0.15710926,0.30338892,0.1450778,0.35384393,1.0,0.5111174,0.10902469,0.9464328,0.14145993,0.11238858,0.31358415
angry,0.28272828,0.28606,0.3550872,0.42252898,0.11667946,1.0,0.49570692,0.16874963,0.0,0.0767622,0.68877673,0.33973664,0.3990042,1.0,0.5991506,0.44043523,0.91870016,0.14890254,0.502173,0.18894605
neutral,0.29181474,0.23987968,0.48300233,0.24680018,0.5182111,0.0,0.38029245,0.25300676,0.0,0.5032723,0.7743216,0.29246715,0.51764643,1.0,0.5072237,0.578442,0.004127977,0.09536058,0.4842266,0.34281558
neutral,0.3005157,0.41257846,0.1629122,0.46922177,0.24052347,0.0,0.34784675,0.018521024,0.0,0.11180082,0.22036798,0.106203385,0.4957437,0.0,0.4055235,0.3229869,0.044283573,0.06447388,0.20655711,0.060229875
neutral,0.3639924,0.22745878,0.19773059,0.34204617,0.25362262,0.0,0.36361676,0.0031163222,0.0,0.08975455,0.38810053,0.2834495,0.56161475,0.0,0.6522862,0.45965418,0.035545755,0.08147107,0.43989217,0.1300604
neutral,0.40001884,0.25847125,0.4545105,0.35935032,0.16882363,0.0,0.2937916,0.040064044,1.0,0.19477125,0.28856286,0.091647245,0.5358389,0.0,0.4828023,0.4831625,0.11735741,0.16109286,0.52773714,0.54171187
happy,0.28692043,0.22399047,0.37273255,0.30750817,0.82131016,1.0,0.53705823,0.82397705,1.0,0.95528036,0.72721106,0.32123816,0.38129586,0.0,0.3680781,0.33519506,0.9131719,0.05295554,0.36168835,0.79260427
neutral,0.3428357,0.22918421,0.33271578,0.47377446,0.13085699,0.0,0.44443315,0.022051804,1.0,0.23186766,0.16044876,0.2669535,0.4765018,0.0,0.5300989,0.2690261,0.49088052,0.05137148,0.21465524,0.14368129
happy,0.35829142,0.14758518,0.33469632,0.25751817,0.47291276,1.0,0.45116737,0.14969553,0.0,0.7070718,0.85038304,0.52145565,0.51151305,0.0,0.43271127,0.7250739,0.008680519,0.15909922,0.7080264,0.32209268
